product_id,product_name,model_count,mapping_status_summary,has_url_count,in_shopee,note
15848359384,隔日到貨🔥 登山扣 掛鉤 掛扣 Airpods專用掛鉤 葫蘆鉤 鑰匙掛鉤 登山掛鉤 Airpods保護殼掛鉤,1,approved:1,1,N,golden 有、最新 shopee_products 沒有（下架／未同步候選）
5002617576,隔日到貨🔥 韓版ins🍒卡通帆布小方包 B29 印花少女 單肩斜背包 側背包 學生斜背 熱銷款 帆布材質 可愛少女風,4,missing:4,0,N,golden 有、最新 shopee_products 沒有（下架／未同步候選）
